id,Title,Year,upc
707143,"CONDEMNED 2 (BD+DC,STD,WS)",2015,3139824510
21079,Coneheads,1993,883929303588
6335,"Confession , The",1999,824255051378
115187,"Confession , The",1970,71551514441
547121,"CONFESSION OF A CALL GIRL (DVD,STD,WS)",2007,3139827985
33119,Confessions of a Dangerous Mind,2002,3139814569
115191,Confessions of a Nazi Spy,1939,88331621316
141561,Confessions of a Pit Fighter,2005,3139810317
59418,"Confessor, The",2004,4339613217
68755,Confetti,2006,2454341725
6586,Confidence,2003,3139871096
746646,"CONFIRMATION, THE (DVD+DC,STD,WS)",2016,3139824284
14398,Congo,1995,9736330382
456779,"CONJURING, THE (DVD+DC,STD,WS,EXCL)",2013,794043161759
63974,Connors' War,2006,4339614794
43356,Conquest of Space,1955,3242906865
8730,Conquest of the Planet of the Apes,1972,24543559689
130421,Conspiracy,2008,4339622809
9082,Conspiracy Theory,1997,88392956336
205197,"Conspirator , The",2011,3139814065
5804,"Constant Gardener , The",2005,6593582412
10682,Constantine,2005,883929176946
9095,Contact,1997,883929064144
211945,Contagion,2011,883929191765
29497,Contempt,1963,1223610781
5258,Continental Divide,1981,2519226832
290971,Contraband,2012,2519212566
334127,Contract Killer,1998,4339606599
821015,"CONTRACT TO KILL (DVD,STD,WS)",2016,3139826052
128309,"Contractor, The",2007,4339617596
182160,"CONVERSATION, THE (BD,STD,WS)",1974,3139814488
178704,Conviction,2010,24543715009
115262,Convicts 4,1962,88331612711
5468,Coogan's Bluff,1968,2519205352
20005,"Cook, the Thief, His Wife and Her Lover, The",1990,1313113919
75994,Cookie,1989,883316246450
6710,"Cookout , The",2004,3139816829
76015,Cool as Ice,1991,24819100000000
9019,Cool Hand Luke,1967,883929034987
187718,Cool It,2010,31398133575
35554,Cool World,1992,9736323562
187227,Coopers' Christmas,2008,1313219089
694262,"COOTIES (DVD+DC,STD,WS)",2015,3139823191
4904,Cop and a Half,1993,2519205112
12971,Cop Land,1997,3139814570
175237,Cop Out,2010,883929105724
32107,Copper Canyon,1950,97360500349
21501,Cops and Robbersons,1994,4339605892
9020,Copycat,1995,88392908904
35258,Core,2003,88392930360
545301,Corey Holcomb Live in Concert (Your Way Ain't Working),2014,3139818873
293599,Coriolanus,2011,1313247259
295991,Corman's World: Exploits of a Hollywood Rebel,2011,1313238819
10931,Corpse Bride,2005,1256982850
14956,"Corrina, Corrina",1994,794043489228
341643,"Corruptor, The",1999,88392944490
10401,Corvette Summer,1978,883316677032
130898,"Cottage, The",2008,4339624346
507394,"Counselor, The",2013,2454389999
484612,"Counselor, The",2013,24543899990
755776,Countdown,2016,3139823945
76126,Countdown,1968,883316149119
115332,Counter-Espionage,1942,43396385993
41044,"Counterfeit Traitor, The",1962,97360611328
132327,"Counterfeiters, The",2008,4339626390
42139,"Country Girl, The",1954,97360540949
181808,Country Strong,2011,4339637443
10072,Courage of Lassie,1946,1256969302
8976,Courage Under Fire,1996,2454301082
289744,Courageous,2011,43396392755
13958,"Court Jester, The",1956,97360551228
9779,"Courtship of Eddie's Father, The",1962,883316732885
7651,Cousin Bette,1998,8616210449
24326,Cousins,1989,9736321814
171996,"Cove, The",2008,3139813359
66618,"Covenant, The",2006,4339617003
132075,Cover,2008,2454386070
34366,Cover Girl,1944,4339610087
596369,COVERT OPERATIONS,2014,3139820670
25807,Cowboy,1958,4339607874
28388,Cowboy Up,2002,4339605669
184510,"COWBOYS & ALIENS (BD,SPE,WS,EXCL)",2011,2519211980
251892,"COWBOYS & ALIENS (DVD,STD,WS)",2011,2519210718
9150,"Cowboys, The",1972,8539114270
369469,Cowgirls 'n Angels,2012,24543874171
529730,Cowgirls 'n Angels: Dakota's Summer,2014,2454389960
115444,Crack in the World,1965,887090026406
76269,Crackers,1984,24788800000000
9848,Cradle 2 the Grave,2003,883929244362
12408,"Craft, The",1996,4339626530
249255,"Craigslist Killer, The",2011,4339638138
6974,Crank,2006,3139820697
167835,Crank 2: High Voltage,2009,3139811269
6874,Crash,2005,5737317114
162163,Cravings,2006,3139811230
204687,"Crazies, The",2010,1313213989
141514,Crazy Eights,2006,3139822683
173142,Crazy Heart,2009,24543665960
218576,Crazy Horse Paris: Dita Von Teese,2010,25623800000000
15439,Crazy in Alabama,1999,4339602977
176763,Crazy on the Outside,2010,24543778905
41038,Crazy People,1990,97363229926
198368,Crazy Stupid Love,2010,883929192694
176780,Creation,2010,5051429701899
5035,Creature From the Black Lagoon,1954,2519224773
76331,Creatures the World Forgot,1971,4339637851
9275,Creepshow,1982,883929064410
115495,Crescendo,1972,883316127131
307046,Crew 2 Crew,2012,3139815076
13171,Criaturas Salvajes (Wild Things),1998,4339620870
32246,"Crime of Padre Amaro, The",2002,4339600467
184318,Crimenes de Lujuria,2010,3139812732
10270,Criminal,2004,8539389682
774675,"CRIMINAL (4K,STD,WS)",2016,3139824729
115560,"Crimson Kimono, The",1959,24824900000000
9815,"Crimson Pirate, The",1952,8539275212
110810,Critic's Choice,1963,8539113716
6997,Critical Care,1997,1223604640
41058,Critical Condition,1987,883929312146
33654,Critters,1986,794043637124
341645,Critters 2: The Main Course,1988,79404363722
33656,Critters 3,1991,794043637322
33657,Critters 4,1991,79404363742
22880,Crocodile Dundee,1986,9736320294
22891,Crocodile Dundee 2,1988,9736321472
22881,Crocodile Dundee in Los Angeles,2001,883929303618
35710,Cromwell,1970,4339600859
418556,Croods,2013,2454389136
374345,Crooked Arrows,2012,2454383734
836755,"CROOKED MAN (DVD,STD,WS)",,3139826075
4905,Crooklyn,1994,2519205152
194213,Cross,2011,4339637176
10359,Crossfire,1947,5393972492
9493,Crossfire Trail,2001,88392902384
67007,Crossing Delancey,1988,8539110742
14193,"Crossing Guard, The",1995,717951002136
68348,Crossover,2006,4339616149
26942,Crossroads,2002,9736340594
41794,Crossroads,1986,4339604798
115620,Crosswinds,1951,871227311121
6084,Crossworlds,1996,3139867703
21496,"Crouching Tiger, Hidden Dragon",2000,4339616223
12600,Crow,1994,3139814258
19670,"Crow: Salvation, The",2000,Scraping failed
187221,Crowley,2007,1313223219
8312,"Crucible, The",1996,2454310825
76404,"Crucifer of Blood, The",1991,883929118687
895276,"CRUCIFIXION (DVD,STD,WS)",2017,Scraping failed
14329,Cruel Intentions,1999,4339603827
16625,Cruel Intentions 2,2001,4339605841
39865,Cruel Intentions 3,2004,4339603186
7596,"Cruise, The",1998,1223618613
76416,Cruising,1980,883316722831
13753,Crumb,1995,715515061414
52225,Crusader,2005,4339611551
4906,Cry Freedom,1987,2519205162
5788,Cry_Wolf (Theatrical),2005,25004400000000
5787,Cry_Wolf (Unrated),2005,2519204290
5689,Cry-Baby,1990,2519202517
7520,"Crying Game, The",1992,3139815338
138942,CSNY / Deja Vu,2008,Scraping failed
6520,Cube,1998,3139882652
16208,Cujo,1983,1715310039
67668,Cult Fiction: Night of the Living Dorks,2005,1313148499
13273,Cult Fiction: The Man Who Fell to Earth,1976,715515034128
22846,Cult Fiction: The Wicker Man,1974,3139818210
416502,Curandero,2005,3139816890
145256,"CURIOUS CASE OF BENJAMIN BUTTON (BD+DC,STD,WS,EXCL)",2008,883929301584
5876,Curious George,2006,2519227496
175388,Curious George 2: Follow That Monkey!,2010,2519504873
407153,Curious George Swings into Spring,2013,Scraping failed
172086,Curious George: A Very Monkey Christmas,2009,2519504786
9805,Curly Sue,1991,8539247742
8499,Curly Top (Black & White),1935,24543368502
468901,Curse of Chucky,2013,2519215426
468905,Curse of Chucky,2013,2519215427
679523,"CURSE OF DOWNER'S GROVE, THE (DVD,STD,WS)",2014,1313263431
9673,"Curse of Frankenstein, The",1957,8539110662
76510,"Curse of King Tut's Tomb, The",1980,24819300000000
190356,Curse of the Demon,,43396078604
69113,Curse of the Golden Flower,2007,4339617913
191990,Curse of the Starving Class,1994,26470100000000
76518,"Curse of the Werewolf, The",1961,24819400000000
70232,Curse of the Zodiac,2007,1223621188
50849,Cursed,2005,6593583003
692860,CURVE,2015,2519223783
6155,"Curve, The",1999,3139870923
6324,Cut,2000,3139875492
59218,"Cutter, The",2005,4339613682
60000,Cyber Wars,2006,79404310091
6188,Cyborg 2,1993,3139871055
646189,"CYMBELINE (BD+DC,STD,WS)",2015,3139821767
175773,Cyrus,2010,24543689614
197712,Cyrus: Mind of a Serial Killer,2011,1313226699
690509,"D TRAIN (DVD+DC,STD,WS)",2015,3242922912
7941,"D-Day, the Sixth of June",1956,24543039518
43357,D.A.R.Y.L.,1985,9736137904
5632,D.C. Cab,1983,2519261932
49547,D.E.B.S.,2005,4339611130
64922,Da Vinci Code,2006,4339636728
442883,"Da Vinci Code (Unrated), The",2006,4339616123
129057,Daddy Day Camp,2007,4339619927
35435,Daddy Day Care,2003,4339601713
735161,Daddy's Home,2015,3242924002
902341,"DADDY'S HOME 2 (4K,STD,WS)",2017,3242930147
128032,Daddy's Little Girls,2007,3139821403
220927,Daffy Duck's Movie: Fantastic Island,1983,88392941467
76589,Daffy Duck's Quackbusters,1988,883929075843
115778,Daisy Kenyon,1947,2454344664
34241,Daisy Miller,1974,9736087154
507821,Dallas Buyers Club,2013,2519221141
58264,Daltry Calhoun,2005,3139822491
175430,Damage,1992,24543746218
10606,Dames,1934,1256967737
16494,Damn the Defiant!,1962,4339608259
76620,Damnation Alley,1977,826663126235
10310,"Damned Don't Cry!, The",1950,1256968364
169692,"Damned United, The",2009,4339633417
363046,Damsels in Distress,2011,43396401990
167973,Dance Flick (Theatrical),2009,24833300000000
167979,Dance Flick (Unrated),2009,9736072694
141565,Dance of the Dead,2008,5737320221
558695,Dance Off the Inches: Cardio Hip Hop,2010,1313217079
467324,Dance Off the Inches: Hip Hop Body Blast,2011,1313235649
467328,Dance Off The Inches: Hip Hop Jam,2013,1313261251
467330,Dance Off The Inches: Island Cardio Party,2013,1313259504
467332,Dance Off The Inches: Latin Cardio Party,2012,1313257869
76668,"Dance, Girl, Dance",1940,5393978222
341647,Dancer in the Dark,2000,79404351992
8154,Dancer Upstairs,2003,2454308829
13326,"Dancer, Texas",1998,4339602715
145110,"Dancer, The",2000,24832000000000
14147,Dancing at Lughnasa,1998,4339602853
10740,Dancing Lady,1933,1256967904
9147,Dangerous Beauty,1998,8539147752
76735,Dangerous Curves,1988,26467400000000
9117,Dangerous Liaisons,1988,88392921997
109729,Dangerous When Wet,1953,26574600000000
76748,Daniel,1983,844503000286
7517,Danny Deckchair,2003,3139816672
204691,Dante's Inferno,2010,1313831738
4752,Dante's Peak,1997,2519207294
76771,Darby's Rangers,1958,88331612657
8406,Daredevil (Director's Cut),2003,24543117315
8125,Daredevil (Theatrical),2003,24543550006
130915,Darfur Now,2007,88392901270
130434,"Darjeeling Limited, The",2007,715515063319
25969,Dark Blue World,2001,4339608275
115971,Dark City,1950,88709008680
13005,Dark City,1998,794043122927
341649,Dark City (Director's Cut),1998,79404312292
162414,Dark Country,2009,4339626837
136283,Dark Crystal,1982,4339652400
14591,"Dark Crystal, The",1982,4339626551
141567,Dark Floors,2008,3139810183
141389,Dark Knight,2008,883929034635
211931,"DARK KNIGHT RISES, THE (DVD,STD,WS,EXCL)",2012,883929212552
9899,Dark Passage,1947,1256958422
68957,Dark Ride,2006,3139818387
333357,Dark Shadows,2012,883929240500
429690,Dark Skies,2013,1313260360
144690,Dark Streets,2008,4339630590
299386,Dark Tide,2012,3139815108
9389,Dark Victory,1939,88392944760
59891,"Dark, The",2005,4339613658
216620,"Darkest Hour , The",2011,774212002076
4800,Darkman,1990,826663145663
4907,Darkman 2: The Return of Durant,1994,2519203232
5575,Darkman 3: Die Darkman Die,1996,2519205412
32574,Darkness Falls,2003,1438175085
66722,"Darkroom, The",2006,1313820838
364026,Darling Companion,2012,4339639985
54911,Darling Lili,1970,9736069114
502144,Date and Switch,2014,3139818897
8811,Date Movie,2006,24543247906
8815,Date Movie (Unrated),2006,24543247012
173327,Date Night,2010,2454301783
178086,Date Night,2010,5039036044875
9130,Dave,1993,883929254279
5832,Dave Chappelle's Block Party,2006,2519204265
10842,David Copperfield,1935,88331686014
5696,Dawn of the Dead,2004,2519504567
5536,Dawn of the Dead (Theatrical),2004,2519210800
542002,Dawn of the Planet of the Apes,2014,24543888246
8887,"DAY AFTER TOMORROW (BD+DC,STD,WS)",2004,24543466727
221032,Day for Night,1973,8539240792
918578,"DAY OF THE DEAD: BLOODLINE (DVD,STD,WS)",,Scraping failed
4791,"Day of the Jackal, The",1973,Scraping failed
143537,"Day the Earth Stood Still , The",2008,2454356968
8049,"Day the Earth Stood Still, The",1951,2454355466
128859,Day Watch,2007,24543545750
373207,"Day, The",2012,774212003981
168852,Daybreakers,2010,5737321215
196872,Daydream Nation,2010,1313230819
4953,Daylight,1996,2519208363
13959,Days of Heaven,1978,715515055710
14044,Days of Thunder,1990,883929301607
9922,Days of Wine and Roses,1962,85393092924
4829,"DAZED & CONFUSED (DVD,STD,WS)",1993,715515088411
558797,"Dead 2, The",2014,1313262103
16048,Dead Again,1991,883929312191
69359,Dead and Deader,2006,1313821038
138960,Dead and Gone,2008,5737320103
9211,Dead Bang,1989,1256906582
46289,Dead Birds,2004,4339609853
9164,Dead Calm,1989,883929064397
541690,Dead Drop,2014,3139819882
320393,Dead Heat,2001,3139880752
35588,Dead Heat on a Merry-Go-Round,1966,4339610638
476823,Dead in Tombstone,2013,2519211519
42165,Dead Leaves,2004,660200414221
17009,Dead Man,1995,3139821170
13857,Dead Man on Campus,1998,3242906567
347736,Dead Man's Folly,1986,Scraping failed
4928,Dead Men Don't Wear Plaid,1982,2519205232
142656,Dead Noon,2009,1223610178
141516,Dead of Winter,2006,5737320246
9532,"Dead Pool, The",1988,8539185902
30432,Dead Reckoning,1947,4339606419
10064,Dead Ringer,1964,883929246083
128130,Dead Silence (Theatrical),2007,2519288492
144004,Dead Silence (Unrated),2007,2519203745
187233,Dead Space: Downfall,2008,1313830598
160868,Dead Wood,2007,3139811125
16592,"DEAD ZONE (DVD,STD,WS)",1983,3242928129
295976,"Dead, The",2010,1313234699
76983,"Dead, The",1987,3139811490
6910,Deadfall,1993,3139820312
116191,"Deadly Affair, The",1966,4339636946
438536,"Deadly Bees, The",1967,844503000118
518181,Deadly Code,2013,3139819502
77040,Deadly Friend,1986,1256982790
10563,Deal of the Century,1983,1256975920
864666,"DEAN (DVD,STD,WS)",2017,3139826722
328657,Dean Spanley,2008,65935838678
141517,Dean Teaster's Ghost Town,2006,1223610059
77083,Dear Brigitte,1965,24819500000000
50443,Dear Frankie,2005,191329202128
37610,Dear God,1996,9736325584
172475,Dear John,2010,4339634341
187237,Dear Mr. Gacy,2010,1313223799
596361,Dear Secret Santa,2014,3139820759
578814,Dear White People,2014,3139820957
173365,Death at a Funeral,2010,4339635027
4799,Death Becomes Her,1992,2519201432
513314,Death Do Us Part,2014,1313261638
9936,Death in Venice,1971,8539288812
142057,Death Race (Theatrical),2008,2519210267
142058,Death Race (Unrated),1976,2519505662
182134,Death Race 2,2011,2519209310
182130,Death Race 2 (Rated),2011,2519205028
399011,Death Race 3: Inferno,2013,2519211314
399015,Death Race 3: Inferno,2013,2519211325
68394,Death Row,2006,1313821208
129121,Death Sentence,2007,5708758673334
129122,Death Sentence,2007,24543491873
189256,Death Takes a Holiday,1934,24838100000000
9660,Death to Smoochy,2002,8539221902
58945,Death Tunnel,2005,4339613352
172036,Death Warrior,2008,3139811645
20164,Death Wish,1974,883929304073
141535,"Deaths of Ian Stone, The",2008,3139822674
116246,Deathtrap,1982,8539112562
251908,Debt,2011,2519211306
35106,"Debut, The",2001,4339601135
327064,Deceit,2004,4339642775
39058,December,1991,4339601155
129087,December Boys,2007,8539118958
139136,Deception,2008,2454353050
128904,Deck the Halls,2006,24543474821
551252,Decline of an Empire,2014,3139819987
68548,Decoys: The Second Seduction,2007,4339617703
9279,Deep Blue Sea,1999,883929151059
14400,Deep Cover,1992,794043478024
14328,"Deep End of the Ocean, The",1999,4339602851
7931,"Deep End, The",2001,24543047469
13531,Deep Impact,1998,97361433240
77217,Deep in My Heart,,24925700000000
69255,Deep Sea,2006,88392916046
142037,Deep Winter,2008,4339627455
13322,"Deep, The",1977,4339629635
434655,"Deep, The",2012,829567090000
784461,"DEEPWATER HORIZON (4K,STD,WS)",2016,3139825717
693706,"Defender, The",1994,786936141245
9462,Defending Your Life,1991,883929152612
175966,Defendor,2009,4339634294
160884,Defiance,2009,9736142874
133147,"Definitely, Maybe",2008,2519211203
162289,Delgo,2008,24543690337
42944,"Delicate Delinquent, The",1956,88392931211
59829,Delicatessen,1991,12236110460
5322,Deliver Us From Eva,2003,2519224532
70141,Deliver Us from Evil,2006,3139821070
9252,Deliverance,1972,883929244683
128765,Delta Farce,2007,3139821812
10485,Delta Force 3,1991,1256973651
9576,Delta Force One: The Lost Patrol,1999,1256971870
36667,Delta of Venus,1995,794043632426
444422,"Demented, The",2013,1313260696
7786,Demetrius and the Gladiators,1954,2454301178
9100,Demolition Man,1993,883929184828
58733,Demon Hunter,2005,1313131309
5389,Demon Knight,1995,2519236052
335046,Demoted,2012,25621100000000
7566,Denise Austin: Hit the Spot Pilates,2005,1223618142
167769,Denise Austin: Hot Body Yoga,2010,3139812426
167797,Denise Austin: Quick Burn Cardio,2010,5737321355
307050,Denise Austin: Sculpt & Burn Body Blitz,2011,1223611594
174847,Denise Austin: Shrink Your Fat Zones - Pilates,2010,1223611079
10326,Dennis the Menace,1993,8539245171
9732,Dennis the Menace Strikes Again,1998,8539241612
6103,"Dentist, The",1996,3139868863
77326,Denver & Rio Grande,1951,887090040105
68754,"DEPARTED, THE (BD+DC,STD,WS,EXCL)",2006,883929112388
207995,"Descendants, The",2011,24543752103
320270,Descendents,2008,3139815142
7943,"Desert Rats, The",1953,2454304191
9564,Designing Woman,1957,1256954532
42141,Desire Under the Elms,1958,97360571226
77419,Desiree,1954,25640800000000
8277,Desk Set,1957,2454311564
12411,Desperado,1995,4339607576
46581,"Desperadoes, The",1943,4339609457
77424,"Desperados, The",1969,24819600000000
77426,Desperate Characters,1971,844503000323
341651,Desperate Living,1977,794043751424
12885,Desperate Measures,1998,1438186072
10244,"Desperate Trail, The",1994,Scraping failed
116436,Destination Gobi,1953,24543827320
10020,Destination Tokyo,1943,1256957322
5291,Destry Rides Again,1939,2519212092
54928,Detective Story,1951,9736051114
357690,Detention,2012,4339639882
6626,Detention,2002,3139811174
429714,Detention of the Dead,2012,1313260730
16342,Deterrence,2000,9736338184
236587,Detestable Papa,2011,77723501610
60204,"Detonator, The",2006,4339627534
326721,Detour to Terror,1980,43396355439
14919,Detroit Rock City,1999,794043489921
56306,Deuce Bigalow: European Gigolo,2005,4339610107
178835,Devil,2010,2519218724
63975,"Devil and Daniel Johnston, The",2005,4339615493
34661,"Devil Commands, The",1941,43396008526
288506,"Devil Inside , The",2012,883929301263
116480,"Devil Is a Sissy, The",1936,88331612717
638321,DEVIL MAY CALL,2015,3139821624
8964,Devil Wears Prada,2006,24543409236
9330,Devil's Advocate,1997,883929245581
26282,Devil's Backbone,2001,715515107716
138606,"Devil's Chair , The",2006,4339626410
141591,Devil's Curse,2008,57373202494
596345,Devil's Deal,2014,3139820497
67669,Devil's Den,2006,1313820878
197980,"Devil's Double , The",2011,3139814593
529672,Devil's Due,2014,24543896920
601722,"DEVIL'S HAND, THE (DVD+DC,STD,WS)",2014,3139820806
128836,Devil's Own,1997,4339625465
6929,"Devil's Rejects , The",2005,3139819507
601750,"DEVIL'S REJECTS, THE (DVD,STD,WS)",2005,3139825312
198429,"Devil's Teardrop, The",2010,4339637742
143635,"Devil's Tomb, The",2009,4339630509
48831,DeVour,2005,4339611210
10102,Dial M for Murder,1954,883929248391
130610,Diamond Dogs,2007,4339624889
49272,Diamond Head,1963,4339607342
6758,Diary of a Mad Black Woman,2005,3139812759
6827,"DIARY OF A MAD BLACK WOMAN - THE PLAY (DVD,STD,FF)",2001,764377800198
175778,Diary of a Wimpy Kid,2010,2454327415
191568,Diary of a Wimpy Kid 2: Rodrick Rules,2011,24543720133
358090,"DIARY OF A WIMPY KID 3 (DVD+DC,STD,WS)",2010,24543800163
8200,"DIARY OF ANNE FRANK (DVD,ANV,WS)",1959,2454358108
14771,Dick,1999,4339604001
38503,Dickie Roberts: Former Child Star,2003,3242906573
333362,"Dictator , The",2012,883929301294
168624,Did You Hear About the Morgans?,2009,4339633169
7652,Die Hard,1988,8616210399
7653,Die Hard 2,1990,2454370062
7654,Die Hard with a Vengeance,1995,24543168768
77604,Die Laughing,1980,88331673710
34393,Die! Die! My Darling!,1965,4339639934
181853,"Dilemma , The",2011,2519207715
10357,Dillinger,1945,12569695368
8713,Dimples,1936,24543029700
9321,Diner,1982,88392944418
10224,Dinner at Eight,1933,1256950782
176896,Dinner for Schmucks,2010,883929301621
204636,Dinocroc vs. Supergator,2010,1313229689
561207,Dinosaur 13,2014,31398208808
194269,Dinoshark,2010,1313229649
59653,Dirty,2006,4339612874
785928,Dirty 30,2016,3139825282
6981,Dirty Dancing,1987,3139825376
7492,Dirty Dancing: Havana Nights,2004,6593558191
10286,Dirty Dozen,1967,1256979395
292120,Dirty Girl,2011,1313232839
740675,"DIRTY GRANDPA (BD+DVD+DC,STD,WS)",2016,3139828805
760134,Dirty Grandpa (Unrated),2016,3139824411
9021,Dirty Harry,1971,883929022106
130437,Dirty Laundry,2006,24543466536
48905,Dirty Mary Crazy Larry,1974,1313129729
20878,Dirty Money,1972,5737320107
186863,Dirty Movie,2011,31398130963
374402,Dirty Pretty Things,2002,3139824405
187239,"Disappearance of Alice Creed , The",2009,1313217449
637636,"Disappearance of Eleanor Rigby, The",2014,1313262425
569956,Disaster L.A.,2014,88392944656
142411,Disaster Movie,2008,31398104407
9022,Disclosure,1994,883929218318
25308,"DISCLOSURE / FATAL ATTRACTION (DBFE) (BD+DC,DF,WS,EXCL)",1987,Scraping failed
462916,Disconnect,2013,3139817540
77727,Discreet Charm of the Bourgeoisie,1972,6593558723
9508,"Dish, The",2001,88331667702
128841,Dishdogz,2005,3139819432
10202,Disorderlies,1987,883316825334
42945,"Disorderly Orderly, The",1964,9736064064
44264,Distant Thunder,1988,97360185522
167965,District 9,2009,4339629226
15087,Diva,1981,1313113999
68658,Dive Bomber,1941,1256979619
512075,Divergent,2014,3139819872
290981,"Divide, The",2011,13132532493
23756,Divided We Fall,2000,4339607169
143861,Divina Confusion,2008,3139810594
9694,Divine Secrets of the Ya-Ya Sisterhood,2002,8539228272
37549,Divorce American Style,1967,43396106390
401119,Django Unchained,2012,1313259727
8967,Do Not Disturb,1965,24543400714
4820,Do the Right Thing,1989,2519212921
340013,"Do-Deca-Pentathlon , The",2012,24543824008
541682,Doc Holliday's Revenge,2014,3139819717
9151,Doc Hollywood,1991,8539122222
77815,Doc Savage: The Man of Bronze,1975,883316126684
177500,Doc West,2009,3139812532
7742,Doctor Dolittle,1967,2454350006
7956,Doctor Dolittle 2,2001,2454304492
8751,Doctor Dolittle 3,2006,2454323455
38688,Doctor Faustus,1967,43396008618
128992,Doctor Strange,2007,3139821712
9554,Doctor Zhivago,1965,883929086979
10249,Dodge City,1939,1256952802
8544,"DODGEBALL TRUE UNDERDOG STORY (DVD,STD,WS)",2004,2454315919
913692,"DOG AND PONY SHOW, A (DOVE APPROVED) (DVD,STD,WS)",,Scraping failed
9781,Dog of Flanders,1999,8539241332
347738,Dog Park,1998,79404349842
187243,"Dog Who Saved Christmas Vacation, The",2010,1313223559
187245,"Dog Who Saved Christmas, The",2009,1313824748
508438,"Dog Who Saved Easter, The",2014,3139819382
216786,"Dog Who Saved Halloween, The",2011,1313237149
655625,"DOG WHO SAVED SUMMER, THE (DVD,STD,WS)",,1313263064
9748,Dogfight,1991,883316690956
27958,Dogtown and Z-Boys,2002,4339633355
6662,Dogville,2004,3139816234
43941,Doing Hard Time,2004,4339608535
9178,Dolores Claiborne,1995,5393925482
198378,Dolphin Tale,2011,883929191697
572456,Dolphin Tale 2,2014,88392938894
182259,"Dolphin: Story of a Dreamer, The",2009,2454371748
519671,Dom Hemingway,2014,24543928225
25266,Domestic Disturbance,2001,883929304257
58951,Domino,2005,794043128455
5399,"Don Is Dead, The",1973,2519202654
12638,Don Juan DeMarco,1995,79404315551
721370,"DON VERDEAN (DVD+DC,STD,WS)",2015,3139823796
13536,"DON'T BE A MENACE (DVD,STD,WS)",1996,9600901601
277456,Don't Be Afraid of the Dark,2011,4339639204
7917,Don't Bother to Knock,1952,24543035046
62981,Don't Come Knocking,2006,25115400000000
27658,Don't Look Now,1973,32429354150
34032,"Don't Raise the Bridge, Lower the River",1968,4339610079
7893,Don't Say a Word,2001,24543720522
12639,Donnie Brasco,1997,4339619438
8454,Donnie Darko (The Director's Cut),2004,24543165033
8779,Donnie Darko (Theatrical),2001,24543533153
140066,Donovan's Reef,1963,883929304264
5816,Doom (Theatrical),2005,2519222061
142171,Doom (Unrated),2005,2519505557
134313,"DOOMSDAY (DVD,STD,WS)",2008,2519504042
134314,Doomsday (Unrated),2008,24798700000000
335080,Doomsday Prophecy,2011,1313241899
7583,"Doors, The",1991,1223611581
334134,Doorways,1993,24972500000000
77993,Double Dynamite,1951,88392901027
5512,Double Indemnity,1944,19132907018
140067,Double Jeopardy,1999,883929304271
12852,Double Team,1997,4339683239
10057,Double Trouble,1967,12569514126
34232,Double Vision,2002,4339608481
78011,Double Wedding,1937,79981342
9817,"Double, Double Toil and Trouble",1967,8539288031
143616,Doubt,2008,5737320464
328661,Down For The Count,2012,26470600000000
8235,Down Periscope,1996,2454310105
418758,Down the Shore,2011,1313260462
22120,Down to Earth,2001,9736337782
8172,Down With Love,2003,24543091066
45184,Downtown,1990,1313129599
7962,Dr. Dolittle,1998,24543703419
179555,Dr. Dolittle: Million Dollar Mutts,2009,24543592686
179550,Dr. Dolittle: Tail to the Chief,2008,2454350333
22269,Dr. Giggles,1992,8539115947
5193,Dr. Seuss How the Grinch Stole Christmas - Combo Format,2000,2519230931
141753,Dr. Seuss' Horton Hears a Who!,2008,24543533450
5453,Dr. Seuss' The Cat in the Hat,2003,2519211398
304926,Dr. Seuss' The Lorax,2012,2519215144
5364,Dr. Seuss's The Cat in the Hat,1972,Scraping failed
12412,Dr. Strangelove,1964,4339626365
7094,Dr. T & The Women,2000,1223621693
5550,Dracula,1979,2519223155
78076,Dracula,1931,2519224780
31713,Dracula 2: Ascension,2003,786936229073
21918,Dracula 2000,2000,9600901461
10436,Dracula A.D. 1972,1972,1256971958
9997,Dracula Has Risen From the Grave,1968,8539318392
598336,Dracula Untold,2014,25192212413
41122,Dracula: Dead and Loving It,1995,5393927002
524886,Draft Day,2014,3139820061
168341,Drag Me to Hell,2009,2519505533
168347,Drag Me to Hell (Unrated Director's Cut),2009,2519216546
4871,Dragnet,1987,2519203922
691613,"DRAGON BLADE (BD+DC,STD,WS)",2015,3139823210
129058,Dragon Wars,2007,4339624350
4830,Dragon: The Bruce Lee Story,1993,2519202242
162031,DragonBall: Evolution,2009,24543599906
4771,Dragonheart,1996,2519211201
620404,Dragonheart 3: The Sorcerer's Curse,2015,25192199240
5041,Dragonheart: A New Beginning,2000,2519206792
35561,Dragonslayer,1981,883929311491
175697,Dread,2009,3139812062
7414,Dream a Little Dream,1989,1223614665
62053,Dream Chasers,1984,84296404698
32235,Dream For an Insomniac,1996,4339610043
223522,Dream House,2011,774212002137
78134,Dream Lover,1986,88331612611
5327,"Dream Team, The",1989,2519205292
117048,Dream Wife,1953,88331612531
9882,Dreamcatcher,2003,88392910296
128761,Dreamgirls,2006,88392930164
179560,Dreaming of Joseph Lees,1999,24836600000000
66399,Dreamland,2005,4339617026
494153,Dreams,2014,3139826979
369576,Dredd,2012,400100612279
39138,"Dresser, The",1983,4339603746
354176,Drew Peterson: Untouchable,2012,25190100000000
444849,Drift,2012,31398175438
136614,Drillbit Taylor,2008,883929301652
